pitch1_mean,pitch1_std,pitch1_min,pitch1_max,roll1_mean,roll1_std,roll1_min,roll1_max,pitch2_mean,pitch2_std,pitch2_min,pitch2_max,roll2_mean,roll2_std,roll2_min,roll2_max,delta_pitch_mean,delta_pitch_std,delta_pitch_min,delta_pitch_max,fsr1_scaled_mean,fsr1_scaled_std,fsr1_scaled_min,fsr1_scaled_max,fsr2_scaled_mean,fsr2_scaled_std,fsr2_scaled_min,fsr2_scaled_max,fsr_total_mean,fsr_total_std,fsr_total_min,fsr_total_max,fsr_balance_mean,fsr_balance_std,fsr_balance_min,fsr_balance_max,label,session_id,source_file
-0.15700000000000003,0.6044245196879424,-1.72,1.16,-0.13419999999999999,0.6698091967120189,-1.8,1.42,-0.23879999999999996,0.5796986803504041,-1.45,0.96,0.31980000000000003,0.32172963805033566,-0.46,1.05,0.0816,0.21985777220739777,-0.35,0.46,0.23399999999999999,0.017663521732655695,0.21,0.29,0.07119999999999999,0.01632666530556684,0.05,0.1,0.3052,0.02823047998175022,0.26,0.37,0.5338,0.07429374132455573,0.41,0.64,1,0,good_01.csv
-0.06960000000000001,1.185591767852662,-2.98,1.99,0.09499999999999999,0.7661990602969962,-1.8,1.47,0.06520000000000001,1.0667019077511768,-2.48,1.8,0.25120000000000003,0.43819465994007734,-0.53,1.48,-0.135,0.20233882474700696,-0.6,0.27,0.2316,0.01155162326255492,0.21,0.26,0.0558,0.009184770002564027,0.04,0.08,0.2876,0.014079772725438424,0.26,0.31,0.6110000000000001,0.0525071423713003,0.49,0.74,1,0,good_01.csv
-0.020200000000000013,1.2994267813155151,-2.98,1.99,0.0822,0.792058810947773,-1.08,2.23,0.1962,1.1755745659038392,-2.48,1.8,0.09319999999999999,0.5025910464781481,-1.63,1.48,-0.2176,0.20310155095419632,-0.65,0.27,0.2334,0.012427389106324786,0.21,0.26,0.06000000000000001,0.014832396974191326,0.04,0.09,0.2936,0.02414622123645851,0.25,0.34,0.5964,0.0766748981088335,0.48,0.74,1,0,good_01.csv
0.14559999999999998,0.7879801012715993,-2.05,1.42,0.1346,0.7217983374876947,-1.08,2.23,0.37839999999999996,0.7192172411726515,-1.73,1.35,-0.1808,0.4362193943418839,-1.63,0.88,-0.23320000000000005,0.1772505571218325,-0.65,0.09,0.23799999999999996,0.0128062484748657,0.21,0.25,0.065,0.013000000000000001,0.04,0.09,0.30240000000000006,0.023711600536446293,0.25,0.34,0.5778,0.06407152253536666,0.48,0.71,1,0,good_01.csv
0.3312,0.5357784616798253,-0.91,1.74,0.3296,0.6223695365295445,-1.16,1.76,0.5782,0.4299473921307117,-0.32,1.49,-0.25800000000000006,0.4400363621338582,-1.42,1.01,-0.2468,0.22444990532410566,-0.63,0.37,0.2512,0.011070682002478445,0.23,0.28,0.0722,0.011187493016757599,0.06,0.09,0.32239999999999996,0.019855477833585374,0.3,0.37,0.5589999999999999,0.04596737973824481,0.48,0.63,1,0,good_01.csv
0.1338,0.7288426167561829,-1.08,1.74,0.17,0.5879047541906767,-1.16,1.76,0.41780000000000006,0.6224734211193278,-0.73,1.49,-0.07799999999999999,0.43658218012191014,-1.42,1.01,-0.28400000000000003,0.2080288441538817,-0.63,0.37,0.2584,0.00945727233402952,0.24,0.28,0.0728,0.010205880657738458,0.06,0.09,0.33099999999999996,0.016031219541881397,0.3,0.37,0.5608,0.03913259510944806,0.48,0.62,1,0,good_01.csv
-0.11740000000000002,0.557977813178983,-1.08,0.78,0.03900000000000001,0.4145467404286276,-0.51,0.98,0.2212,0.5328250744850509,-0.73,1.07,-0.095,0.24027692356945146,-0.68,0.46,-0.33899999999999997,0.10133607452432722,-0.54,-0.16,0.26519999999999994,0.012367699866992248,0.24,0.29,0.0818,0.019255129186790725,0.06,0.12,0.34759999999999996,0.02902137143554729,0.31,0.41,0.5329999999999999,0.06679071791798617,0.38,0.62,1,0,good_01.csv
-0.0674,0.33204102156209553,-0.83,0.66,0.2586,0.4293949696957336,-0.48,0.98,0.14040000000000002,0.3506391877699924,-0.33,0.99,-0.1462,0.1539596050917253,-0.44,0.15,-0.20800000000000002,0.1861182419861095,-0.54,0.13,0.2708,0.010552724766618334,0.25,0.29,0.1174,0.023732677893571134,0.07,0.15,0.3886,0.027130057132265677,0.32,0.43,0.4013999999999999,0.08464065217140047,0.27,0.55,1,0,good_01.csv
0.005600000000000001,0.1977185878970412,-0.59,0.28,0.3858,0.21871524866821698,0.03,0.8,0.08860000000000003,0.18776591810017068,-0.32,0.49,0.085,0.1728033564488838,-0.28,0.32,-0.08259999999999999,0.12688278054960805,-0.35,0.17,0.278,0.010583005244258351,0.26,0.29,0.12960000000000002,0.012158947322856531,0.11,0.15,0.408,0.011999999999999985,0.39,0.43,0.365,0.049244289008980535,0.27,0.46,1,0,good_01.csv
0.136,0.22837688149197588,-0.33,0.63,0.21340000000000003,0.2449539548568261,-0.19,0.8,0.26,0.2683057956884271,-0.27,0.83,0.24680000000000002,0.04328694953447286,0.17,0.33,-0.12380000000000001,0.11838733040321502,-0.35,0.17,0.2778,0.011364858116140289,0.25,0.29,0.1152,0.010244998779892558,0.1,0.14,0.39399999999999996,0.019287301521985906,0.35,0.42,0.41300000000000003,0.02844292530665579,0.35,0.46,1,0,good_01.csv
0.0576,0.2610330247305884,-0.38,0.63,0.2758,0.3134906059198585,-0.19,0.94,0.17360000000000003,0.3145521260459067,-0.4,0.83,0.23119999999999996,0.05992128169523746,0.07,0.33,-0.11640000000000002,0.08339688243573617,-0.26,0.06,0.2704,0.007989993742175275,0.25,0.29,0.10980000000000001,0.00468614980554399,0.1,0.12,0.38099999999999995,0.010816653826391975,0.35,0.41,0.4202,0.014489996549343968,0.39,0.46,1,0,good_01.csv
-0.0928,0.1629360610791853,-0.44,0.24,0.49039999999999995,0.257728228954455,0.13,0.94,0.008799999999999999,0.1930454868677328,-0.4,0.38,0.22519999999999998,0.054707951890013214,0.07,0.33,-0.1012,0.08444264325564424,-0.25,0.07,0.28159999999999996,0.011892854997854788,0.26,0.3,0.1116,0.004176122603564218,0.1,0.12,0.39299999999999996,0.012529964086141663,0.37,0.41,0.4318,0.016933989488599553,0.4,0.47,1,0,good_01.csv
-0.1038,0.11357622990749429,-0.44,0.1,0.5696,0.20115625767049855,0.15,0.92,-0.0678,0.14739457249166266,-0.32,0.31,0.262,0.03515679166249389,0.2,0.34,-0.03560000000000001,0.11442307459599221,-0.25,0.15,0.29700000000000004,0.007549834435270753,0.27,0.31,0.11280000000000001,0.004489988864128728,0.11,0.12,0.4086000000000001,0.008002499609497008,0.38,0.42,0.449,0.01170469991071962,0.43,0.48,1,0,good_01.csv
-0.076,0.09015542135667717,-0.23,0.16,0.5730000000000001,0.12424572427250767,0.28,0.81,-0.1072,0.09033360393563405,-0.28,0.09,0.29860000000000003,0.05242175121073312,0.22,0.43,0.031200000000000006,0.07596420209546072,-0.12,0.17,0.30400000000000005,0.0056568542494923844,0.29,0.32,0.11220000000000001,0.004142463035441593,0.11,0.12,0.4176,0.007088018058667743,0.4,0.43,0.456,0.009797958971132708,0.44,0.48,1,0,good_01.csv
-0.23939999999999997,0.22633965626906835,-0.78,0.16,0.33860000000000007,0.3190110342919191,-0.44,0.73,-0.2918,0.24299539090279057,-0.81,0.09,0.37199999999999994,0.07096477999684069,0.22,0.51,0.0524,0.08382266996463428,-0.12,0.24,0.3012,0.009927738916792684,0.28,0.32,0.11379999999999998,0.0048538644398046366,0.11,0.12,0.41659999999999997,0.010697663296253056,0.39,0.43,0.45020000000000004,0.015031965939290848,0.42,0.47,1,0,good_01.csv
-0.2952,0.23032359844358113,-0.78,0.14,0.2754,0.28193765268229076,-0.44,0.62,-0.45500000000000007,0.18933832153053431,-0.81,-0.08,0.40540000000000004,0.05322443048074821,0.31,0.51,0.16,0.10324727599312244,-0.04,0.31,0.2982,0.010137060717979348,0.28,0.32,0.11719999999999998,0.005306599664568638,0.11,0.13,0.41480000000000006,0.010438390680559906,0.39,0.43,0.43859999999999993,0.02010074625480358,0.4,0.47,1,0,good_01.csv
-0.2554,0.2386060351290386,-0.64,0.14,0.3014,0.1870615941341247,-0.19,0.62,-0.5326,0.22407864690773194,-0.92,-0.08,0.44179999999999997,0.0678731169167882,0.31,0.56,0.2776,0.07024414566353554,0.13,0.44,0.28919999999999996,0.013392535234226555,0.27,0.32,0.1226,0.0068731361109758355,0.11,0.13,0.4109999999999999,0.009643650760992946,0.39,0.43,0.40399999999999997,0.038,0.34,0.47,1,0,good_01.csv
-0.34820000000000007,0.24645234833533236,-0.71,0.05,0.379,0.3187742147665021,-0.19,1.06,-0.6509999999999999,0.21368434664242486,-0.96,-0.29,0.40819999999999995,0.11284839387425946,0.23,0.56,0.3028,0.054554193239383535,0.2,0.44,0.2718,0.008874683092933515,0.26,0.29,0.1282,0.0038418745424597125,0.12,0.13,0.3990000000000001,0.007810249675906645,0.38,0.41,0.3636000000000001,0.016704490414256888,0.34,0.4,1,0,good_01.csv
-0.35760000000000003,0.2065580789995879,-0.71,0.04,0.5287999999999999,0.2692927032060096,-0.06,1.06,-0.7195999999999999,0.19839314504286681,-1.03,-0.32,0.3164,0.07393943467460377,0.23,0.52,0.3622000000000001,0.10121837777795098,0.2,0.58,0.2624,0.005851495535331122,0.25,0.27,0.1274,0.0043863424398922655,0.12,0.13,0.38980000000000004,0.008364209466530602,0.36,0.4,0.35519999999999996,0.008997777503361594,0.34,0.38,1,0,good_01.csv
-0.43040000000000006,0.23588946564015956,-0.91,-0.06,0.4690000000000001,0.15796518603793686,0.17,0.79,-0.8878,0.215242096254427,-1.32,-0.5,0.3508,0.07056458035020119,0.24,0.56,0.45779999999999993,0.08485964883264602,0.29,0.65,0.256,0.008000000000000007,0.24,0.27,0.11900000000000001,0.008062257748298551,0.11,0.13,0.375,0.012688577540449532,0.35,0.39,0.37,0.024899799195977467,0.33,0.42,1,0,good_01.csv
-0.43999999999999995,0.21173568428585673,-0.91,-0.06,0.4142,0.1109069880575611,0.18,0.64,-0.9488000000000001,0.1582989576718685,-1.32,-0.7,0.47660000000000013,0.11789164516622881,0.29,0.74,0.509,0.06621933252457321,0.38,0.65,0.2554,0.007269112738154506,0.24,0.26,0.11440000000000002,0.00496386945839634,0.11,0.12,0.3692,0.007440430095095316,0.35,0.38,0.382,0.022181073012818835,0.33,0.42,1,0,good_01.csv
-0.22460000000000002,0.20475556158502753,-0.54,0.32,0.2728,0.42703648556066026,-1.07,0.79,-0.8627999999999999,0.10493883933034517,-1.03,-0.55,0.9342,0.45032472728021494,0.39,1.88,0.6382,0.17871418522322172,0.39,1.11,0.24720000000000003,0.015497096502248418,0.21,0.26,0.12179999999999999,0.008646386528486918,0.11,0.14,0.3681999999999999,0.01505855238726485,0.33,0.39,0.34019999999999995,0.045232289351745184,0.24,0.4,1,0,good_01.csv
0.0058000000000000005,0.28168840941721407,-0.46,0.56,-0.34,0.7226755842008225,-1.42,0.79,-0.7858000000000002,0.23853796343559233,-1.25,-0.35,1.7756000000000003,0.5332247556143657,0.78,2.49,0.7914,0.15879559187836417,0.39,1.11,0.241,0.012369316876852983,0.21,0.26,0.12059999999999998,0.010846197490365,0.1,0.14,0.3610000000000001,0.0165227116418583,0.33,0.39,0.333,0.040804411526206334,0.24,0.4,1,0,good_01.csv
0.273,0.2892835978758561,-0.46,0.63,-0.7212000000000001,0.42617198406277246,-1.42,-0.05,-0.6222,0.2749566511288643,-1.25,-0.24,2.2430000000000003,0.12078493283518438,1.96,2.49,0.8952,0.16902354865520958,0.62,1.3,0.2632,0.01994392137970865,0.23,0.3,0.11960000000000001,0.009156418513807678,0.1,0.13,0.3814000000000001,0.026458269028793238,0.34,0.42,0.37500000000000006,0.020518284528683196,0.32,0.41,1,0,good_01.csv
0.5906,0.2439131812756334,0.14,1.07,-0.7005999999999999,0.3587445330593903,-1.36,-0.06,-0.35660000000000003,0.23785382065461974,-0.79,0.13,2.1966,0.09471240679024052,2.03,2.49,0.9476,0.16857710402068246,0.62,1.3,0.2852,0.010628264204469126,0.25,0.3,0.1228,0.004489988864128733,0.12,0.13,0.4052,0.01252836781069265,0.37,0.42,0.39879999999999993,0.01784824921385848,0.36,0.43,1,0,good_01.csv
0.6707999999999998,0.21452123438018905,0.37,1.07,-0.8157999999999999,0.2632192242219401,-1.36,-0.25,-0.21900000000000003,0.17104677722775138,-0.47,0.13,2.1108000000000002,0.062059326454611194,2.0,2.21,0.8898,0.08760114154507348,0.76,1.13,0.2936000000000001,0.005571355310873647,0.28,0.3,0.12299999999999998,0.004582575694955844,0.12,0.13,0.4134000000000001,0.008627861844049187,0.4,0.43,0.4094,0.011029052543169778,0.39,0.44,1,0,good_01.csv
0.5132,0.15687498207171213,0.19,0.83,-0.8153999999999999,0.16793105728244553,-1.1,-0.48,-0.2796,0.12989164715254017,-0.55,-0.03,1.9757999999999998,0.11716808439161236,1.75,2.15,0.7931999999999999,0.05697157185825225,0.68,0.91,0.29419999999999996,0.006029925372672532,0.28,0.3,0.131,0.010440306508910552,0.12,0.16,0.4236,0.009541488353501259,0.41,0.45,0.38480000000000003,0.036068823102507794,0.28,0.44,1,0,good_01.csv
0.36800000000000005,0.22148589119851403,-0.18,0.77,-0.6522,0.2736880706205515,-1.04,-0.04,-0.4329999999999999,0.20889471032077378,-0.96,-0.1,1.745,0.1535610627730871,1.46,2.04,0.8018000000000001,0.09094371885952322,0.68,1.06,0.29080000000000006,0.007166589146867555,0.28,0.3,0.1336,0.016094719630984567,0.11,0.17,0.425,0.017578395831246946,0.39,0.46,0.3718,0.05156316514722502,0.28,0.46,1,0,good_01.csv
0.2554,0.2145806142222545,-0.18,0.77,-0.6664,0.30826456169984895,-1.25,-0.04,-0.5614,0.168701037341209,-0.96,-0.19,1.6880000000000002,0.1085725563851197,1.46,1.91,0.8166000000000001,0.08790017064829853,0.69,1.06,0.2858,0.010409610943738469,0.27,0.3,0.1282,0.01492514656544451,0.11,0.17,0.4142,0.019706851600395224,0.39,0.46,0.38079999999999997,0.048490823874213565,0.28,0.46,1,0,good_01.csv
0.2548,0.09966423631373493,0.07,0.46,-0.8472,0.19590855009417021,-1.25,-0.43,-0.5548000000000001,0.06983523465987639,-0.68,-0.4,1.78,0.07258098924649621,1.57,1.91,0.8089999999999997,0.0558659108938537,0.69,0.91,0.28380000000000005,0.008919641248391088,0.27,0.3,0.1312,0.01012719112093773,0.11,0.15,0.41400000000000003,0.015491933384829666,0.39,0.45,0.3667999999999999,0.03094769781421552,0.31,0.45,1,0,good_01.csv
