t_ms,pitch1,roll1,pitch2,roll2,delta_pitch,fsr1_scaled,fsr2_scaled,fsr_total,fsr_balance,label
5670,-0.14,0.02,-0.08,-0.05,-0.06,0.35,0.29,0.64,0.09,1
5683,-0.10,0.03,-0.06,-0.06,-0.04,0.35,0.29,0.64,0.09,1
5686,-0.11,0.05,-0.07,-0.06,-0.03,0.35,0.29,0.64,0.09,1
5689,-0.11,0.05,-0.08,-0.06,-0.02,0.35,0.29,0.64,0.09,1
5692,-0.09,0.04,-0.08,-0.06,-0.01,0.35,0.29,0.64,0.09,1
5695,-0.08,0.06,-0.07,-0.04,-0.01,0.35,0.29,0.64,0.09,1
5708,-0.04,0.09,-0.05,-0.00,0.01,0.35,0.29,0.64,0.09,1
5711,-0.02,0.08,-0.04,0.00,0.02,0.35,0.29,0.64,0.09,1
5714,0.00,0.08,-0.00,-0.00,0.01,0.35,0.29,0.63,0.09,1
5717,0.02,0.06,0.01,0.00,0.01,0.34,0.29,0.63,0.08,1
5720,0.04,0.06,0.02,0.01,0.02,0.35,0.29,0.64,0.09,1
5723,0.05,0.05,0.03,0.01,0.03,0.35,0.29,0.64,0.09,1
5736,0.08,0.02,0.04,-0.03,0.04,0.35,0.28,0.63,0.10,1
5739,0.08,0.01,0.03,-0.04,0.05,0.36,0.29,0.65,0.11,1
5742,0.09,-0.00,0.02,-0.03,0.07,0.35,0.29,0.63,0.09,1
5745,0.08,-0.01,0.02,-0.05,0.05,0.35,0.28,0.62,0.10,1
5748,0.07,-0.03,0.03,-0.06,0.04,0.35,0.29,0.64,0.09,1
5761,0.06,-0.06,0.01,-0.05,0.04,0.35,0.29,0.63,0.09,1
5764,0.05,-0.06,0.02,-0.05,0.03,0.35,0.29,0.64,0.09,1
5767,0.04,-0.05,0.02,-0.05,0.01,0.34,0.29,0.63,0.09,1
5770,0.03,-0.07,0.03,-0.07,-0.00,0.34,0.29,0.63,0.09,1
5773,0.03,-0.07,0.02,-0.08,0.01,0.34,0.29,0.63,0.09,1
5786,-0.03,-0.08,0.01,-0.10,-0.04,0.34,0.29,0.63,0.09,1
5789,-0.03,-0.07,0.01,-0.11,-0.04,0.35,0.29,0.63,0.09,1
5792,-0.04,-0.08,-0.01,-0.11,-0.03,0.34,0.29,0.63,0.09,1
5795,-0.04,-0.07,-0.00,-0.11,-0.04,0.34,0.29,0.63,0.09,1
5798,-0.04,-0.07,-0.02,-0.11,-0.02,0.35,0.29,0.63,0.09,1
5811,-0.05,-0.03,-0.04,-0.11,-0.02,0.35,0.29,0.63,0.09,1
5814,-0.07,-0.01,-0.04,-0.10,-0.03,0.35,0.29,0.63,0.09,1
5817,-0.07,-0.01,-0.05,-0.10,-0.02,0.35,0.29,0.63,0.09,1
5820,-0.05,-0.01,-0.04,-0.10,-0.02,0.35,0.29,0.63,0.09,1
5823,-0.06,-0.00,-0.04,-0.11,-0.02,0.35,0.29,0.64,0.09,1
5836,-0.05,0.03,-0.03,-0.10,-0.02,0.35,0.29,0.64,0.08,1
5839,-0.03,0.03,-0.03,-0.09,-0.01,0.34,0.29,0.63,0.09,1
5842,-0.02,0.05,-0.03,-0.08,0.01,0.34,0.29,0.63,0.09,1
5845,-0.01,0.06,-0.02,-0.09,0.01,0.35,0.29,0.63,0.09,1
5848,-0.01,0.06,-0.03,-0.08,0.01,0.34,0.29,0.63,0.09,1
5862,0.00,0.06,-0.02,-0.06,0.02,0.34,0.29,0.63,0.08,1
5864,-0.00,0.07,-0.04,-0.05,0.03,0.34,0.29,0.63,0.08,1
5867,0.01,0.07,-0.04,-0.06,0.05,0.35,0.29,0.64,0.10,1
5870,0.00,0.07,-0.03,-0.06,0.03,0.34,0.29,0.63,0.09,1
5873,-0.00,0.08,-0.03,-0.06,0.03,0.34,0.29,0.63,0.09,1
5887,-0.02,0.12,-0.05,-0.05,0.03,0.34,0.29,0.63,0.09,1
5890,-0.02,0.15,-0.06,-0.05,0.04,0.34,0.29,0.63,0.08,1
5893,-0.02,0.14,-0.05,-0.05,0.03,0.34,0.29,0.63,0.08,1
5896,-0.02,0.13,-0.05,-0.05,0.03,0.34,0.29,0.63,0.08,1
5899,-0.03,0.12,-0.05,-0.05,0.02,0.34,0.29,0.63,0.09,1
5912,-0.03,0.15,-0.05,-0.01,0.02,0.34,0.29,0.63,0.09,1
5915,-0.02,0.14,-0.05,-0.01,0.03,0.34,0.29,0.63,0.08,1
5918,-0.02,0.13,-0.05,-0.01,0.03,0.34,0.29,0.63,0.08,1
5921,-0.03,0.13,-0.06,-0.00,0.03,0.34,0.29,0.63,0.08,1
5924,-0.03,0.13,-0.06,-0.00,0.03,0.34,0.29,0.63,0.08,1
5937,0.02,0.13,-0.03,0.02,0.04,0.34,0.27,0.62,0.11,1
5940,0.03,0.13,-0.03,0.02,0.05,0.34,0.29,0.63,0.08,1
5943,0.05,0.14,-0.03,0.02,0.08,0.34,0.29,0.63,0.08,1
5946,0.06,0.15,-0.02,0.02,0.08,0.34,0.29,0.63,0.08,1
5949,0.08,0.15,0.00,0.02,0.07,0.34,0.29,0.63,0.08,1
5952,0.08,0.15,0.00,0.01,0.08,0.34,0.29,0.63,0.08,1
5965,0.05,0.15,-0.02,0.03,0.07,0.34,0.30,0.64,0.07,1
5968,0.04,0.14,-0.02,0.03,0.06,0.34,0.29,0.64,0.08,1
5971,0.04,0.14,-0.03,0.02,0.07,0.34,0.29,0.64,0.08,1
5974,0.03,0.16,-0.04,0.02,0.07,0.34,0.30,0.64,0.07,1
5977,0.01,0.15,-0.05,0.02,0.06,0.34,0.29,0.64,0.08,1
5980,-0.01,0.15,-0.05,0.02,0.04,0.34,0.29,0.63,0.08,1
5993,-0.09,0.15,-0.11,0.01,0.01,0.34,0.29,0.64,0.08,1
5996,-0.10,0.14,-0.12,0.01,0.02,0.35,0.30,0.64,0.07,1
5999,-0.12,0.14,-0.12,0.00,0.00,0.34,0.29,0.64,0.08,1
6002,-0.13,0.13,-0.12,0.02,-0.01,0.35,0.29,0.64,0.09,1
6005,-0.13,0.13,-0.11,0.01,-0.02,0.34,0.29,0.64,0.08,1
6018,-0.15,0.16,-0.12,0.01,-0.02,0.35,0.29,0.64,0.08,1
6021,-0.14,0.16,-0.12,0.01,-0.02,0.35,0.29,0.63,0.09,1
6024,-0.14,0.17,-0.09,0.01,-0.04,0.35,0.30,0.64,0.08,1
6027,-0.14,0.17,-0.09,-0.01,-0.05,0.35,0.29,0.64,0.09,1
6030,-0.13,0.18,-0.10,-0.04,-0.04,0.34,0.29,0.63,0.08,1
6043,-0.10,0.21,-0.07,-0.05,-0.02,0.34,0.29,0.64,0.08,1
6046,-0.09,0.23,-0.09,-0.05,0.00,0.34,0.30,0.64,0.07,1
6049,-0.05,0.25,-0.09,-0.05,0.03,0.35,0.30,0.64,0.08,1
6052,-0.06,0.26,-0.08,-0.04,0.02,0.35,0.30,0.64,0.08,1
6055,-0.05,0.27,-0.08,-0.02,0.03,0.34,0.29,0.63,0.07,1
6068,-0.01,0.31,-0.05,0.07,0.04,0.35,0.30,0.64,0.08,1
6071,0.00,0.29,-0.03,0.07,0.03,0.35,0.30,0.65,0.07,1
6074,0.01,0.27,-0.02,0.06,0.03,0.35,0.30,0.64,0.08,1
6077,0.03,0.27,0.00,0.06,0.02,0.35,0.30,0.65,0.08,1
6080,0.02,0.27,0.01,0.06,0.01,0.35,0.30,0.65,0.07,1
6083,0.03,0.27,0.02,0.05,0.01,0.35,0.30,0.64,0.07,1
6096,-0.01,0.20,-0.01,0.02,0.01,0.35,0.30,0.65,0.07,1
6099,-0.04,0.17,-0.05,-0.01,0.00,0.35,0.30,0.65,0.07,1
6102,-0.07,0.16,-0.06,-0.04,-0.02,0.35,0.30,0.65,0.07,1
6105,-0.07,0.15,-0.05,-0.04,-0.02,0.35,0.30,0.65,0.07,1
6108,-0.04,0.14,-0.04,-0.03,0.00,0.35,0.29,0.64,0.09,1
6121,0.08,0.20,0.09,0.15,-0.01,0.35,0.30,0.64,0.07,1
6124,0.11,0.23,0.14,0.18,-0.03,0.35,0.30,0.65,0.07,1
6127,0.15,0.23,0.18,0.16,-0.02,0.35,0.30,0.65,0.08,1
6130,0.19,0.21,0.19,0.16,-0.01,0.35,0.30,0.65,0.08,1
6133,0.19,0.20,0.19,0.15,-0.00,0.35,0.30,0.65,0.08,1
6136,0.15,0.19,0.18,0.12,-0.02,0.35,0.30,0.65,0.08,1
6149,0.07,0.17,0.12,0.11,-0.04,0.35,0.30,0.64,0.08,1
6152,0.06,0.19,0.12,0.13,-0.06,0.35,0.30,0.64,0.08,1
6155,0.06,0.19,0.12,0.14,-0.06,0.35,0.30,0.64,0.08,1
6158,0.05,0.19,0.11,0.14,-0.07,0.35,0.30,0.65,0.09,1
6161,0.04,0.18,0.09,0.14,-0.05,0.36,0.30,0.65,0.09,1
6164,0.04,0.16,0.10,0.13,-0.06,0.36,0.29,0.65,0.11,1
6177,0.00,0.05,0.11,0.06,-0.11,0.35,0.29,0.64,0.10,1
6180,-0.03,0.03,0.11,0.05,-0.14,0.36,0.28,0.64,0.11,1
6183,-0.04,-0.00,0.10,0.06,-0.14,0.35,0.29,0.64,0.10,1
6186,-0.04,-0.02,0.09,0.06,-0.14,0.35,0.29,0.64,0.10,1
6189,-0.05,-0.03,0.08,0.06,-0.14,0.35,0.29,0.64,0.11,1
6202,-0.07,-0.02,0.02,0.09,-0.09,0.35,0.29,0.64,0.10,1
6205,-0.07,-0.04,0.03,0.11,-0.11,0.35,0.29,0.64,0.10,1
6208,-0.07,-0.06,0.04,0.12,-0.11,0.35,0.28,0.64,0.11,1
6211,-0.07,-0.08,0.04,0.12,-0.11,0.36,0.28,0.64,0.12,1
6214,-0.06,-0.11,0.06,0.12,-0.12,0.36,0.28,0.64,0.12,1
6227,-0.05,-0.17,0.09,0.15,-0.14,0.35,0.28,0.64,0.11,1
6230,-0.05,-0.21,0.09,0.14,-0.14,0.35,0.28,0.63,0.12,1
6233,-0.07,-0.22,0.09,0.13,-0.16,0.35,0.28,0.63,0.12,1
6236,-0.08,-0.25,0.09,0.13,-0.17,0.35,0.28,0.63,0.12,1
6239,-0.11,-0.28,0.09,0.11,-0.19,0.36,0.28,0.63,0.13,1
6252,-0.14,-0.39,0.09,0.08,-0.22,0.35,0.27,0.62,0.12,1
6255,-0.12,-0.42,0.09,0.08,-0.22,0.34,0.27,0.62,0.11,1
6258,-0.12,-0.43,0.09,0.07,-0.21,0.34,0.27,0.62,0.11,1
6261,-0.12,-0.44,0.10,0.06,-0.22,0.34,0.27,0.61,0.11,1
6264,-0.12,-0.45,0.10,0.06,-0.22,0.33,0.27,0.60,0.10,1
6277,-0.10,-0.47,0.09,0.07,-0.19,0.34,0.27,0.61,0.11,1
6280,-0.10,-0.49,0.09,0.09,-0.19,0.34,0.27,0.61,0.11,1
6283,-0.11,-0.49,0.09,0.09,-0.20,0.34,0.27,0.61,0.11,1
6286,-0.11,-0.47,0.10,0.11,-0.21,0.34,0.27,0.61,0.11,1
6289,-0.12,-0.44,0.10,0.11,-0.23,0.33,0.27,0.61,0.10,1
6302,-0.20,-0.35,0.08,0.15,-0.28,0.34,0.28,0.62,0.10,1
6305,-0.21,-0.36,0.07,0.16,-0.28,0.34,0.28,0.62,0.11,1
6308,-0.22,-0.37,0.08,0.15,-0.29,0.34,0.28,0.62,0.10,1
6311,-0.23,-0.39,0.08,0.14,-0.31,0.34,0.28,0.62,0.09,1
6314,-0.24,-0.39,0.09,0.14,-0.33,0.34,0.30,0.63,0.07,1
6327,-0.20,-0.38,0.16,0.21,-0.36,0.34,0.28,0.62,0.09,1
6330,-0.16,-0.38,0.18,0.25,-0.34,0.34,0.28,0.62,0.09,1
6333,-0.15,-0.37,0.19,0.26,-0.34,0.34,0.28,0.62,0.10,1
6336,-0.12,-0.35,0.21,0.29,-0.33,0.35,0.28,0.63,0.10,1
6339,-0.07,-0.34,0.23,0.29,-0.30,0.34,0.28,0.62,0.09,1
6353,-0.03,-0.31,0.25,0.33,-0.28,0.35,0.28,0.63,0.11,1
6356,-0.02,-0.31,0.25,0.33,-0.28,0.35,0.28,0.64,0.11,1
6359,-0.01,-0.33,0.23,0.32,-0.25,0.35,0.29,0.64,0.10,1
6362,0.02,-0.34,0.22,0.33,-0.20,0.36,0.29,0.65,0.10,1
6364,0.03,-0.34,0.21,0.34,-0.17,0.36,0.29,0.64,0.10,1
6378,-0.04,-0.32,0.21,0.43,-0.25,0.36,0.28,0.65,0.12,1
6381,0.01,-0.27,0.27,0.50,-0.26,0.36,0.28,0.64,0.12,1
6384,0.05,-0.23,0.31,0.56,-0.26,0.36,0.30,0.66,0.10,1
6387,0.05,-0.22,0.36,0.56,-0.31,0.36,0.29,0.64,0.11,1
6390,0.07,-0.28,0.42,0.50,-0.35,0.36,0.30,0.66,0.10,1
6403,0.32,-0.57,0.52,0.32,-0.21,0.36,0.30,0.66,0.09,1
6406,0.34,-0.59,0.49,0.33,-0.15,0.36,0.29,0.65,0.10,1
6409,0.29,-0.57,0.45,0.38,-0.15,0.36,0.30,0.65,0.09,1
6412,0.21,-0.55,0.40,0.43,-0.18,0.36,0.30,0.66,0.09,1
6415,0.16,-0.49,0.34,0.48,-0.17,0.36,0.30,0.65,0.09,1
6418,0.14,-0.45,0.29,0.53,-0.15,0.36,0.30,0.65,0.09,1
6431,0.13,-0.38,0.34,0.54,-0.22,0.35,0.30,0.65,0.08,1
6434,0.17,-0.40,0.42,0.53,-0.25,0.35,0.30,0.65,0.09,1
6437,0.25,-0.43,0.48,0.50,-0.24,0.35,0.30,0.65,0.08,1
6440,0.36,-0.48,0.53,0.48,-0.17,0.35,0.30,0.65,0.08,1
6443,0.44,-0.51,0.55,0.45,-0.10,0.36,0.30,0.66,0.08,1
6456,0.27,-0.61,0.31,0.41,-0.04,0.35,0.31,0.66,0.06,1
6459,0.24,-0.61,0.22,0.42,0.02,0.35,0.31,0.66,0.07,1
6462,0.20,-0.59,0.14,0.45,0.06,0.35,0.31,0.66,0.07,1
6465,0.17,-0.57,0.07,0.49,0.10,0.35,0.31,0.66,0.06,1
6468,0.09,-0.53,-0.01,0.53,0.09,0.35,0.32,0.67,0.06,1
6471,0.05,-0.48,-0.03,0.56,0.09,0.35,0.32,0.67,0.05,1
6484,-0.00,-0.47,0.02,0.51,-0.02,0.36,0.32,0.67,0.06,1
6487,-0.04,-0.49,0.02,0.48,-0.06,0.35,0.32,0.67,0.05,1
6490,-0.02,-0.54,0.04,0.43,-0.06,0.35,0.32,0.67,0.05,1
6493,0.01,-0.54,0.04,0.39,-0.03,0.35,0.32,0.68,0.05,1
6496,0.06,-0.57,0.04,0.36,0.02,0.35,0.32,0.67,0.05,1
6509,0.21,-0.43,-0.08,0.49,0.29,0.35,0.30,0.65,0.08,1
6512,0.20,-0.39,-0.12,0.52,0.32,0.35,0.32,0.68,0.04,1
6515,0.18,-0.32,-0.15,0.56,0.32,0.35,0.32,0.67,0.04,1
6518,0.12,-0.29,-0.20,0.59,0.32,0.35,0.32,0.68,0.04,1
6521,0.09,-0.25,-0.21,0.64,0.29,0.35,0.32,0.68,0.04,1
6524,0.10,-0.24,-0.20,0.65,0.29,0.35,0.33,0.68,0.04,1
6537,0.22,-0.28,-0.06,0.60,0.28,0.36,0.32,0.68,0.05,1
6540,0.27,-0.24,0.00,0.58,0.27,0.36,0.32,0.68,0.05,1
6543,0.22,-0.22,-0.03,0.58,0.25,0.36,0.32,0.68,0.05,1
6546,0.20,-0.22,-0.02,0.55,0.22,0.36,0.32,0.68,0.05,1
