t_ms,pitch1,roll1,pitch2,roll2,delta_pitch,fsr1_scaled,fsr2_scaled,fsr_total,fsr_balance,label
4996,-0.05,-0.08,0.01,-0.21,-0.06,0.21,0.03,0.24,0.76,0
4999,-0.06,-0.07,0.00,-0.20,-0.06,0.22,0.03,0.24,0.76,0
5002,-0.06,-0.05,-0.00,-0.20,-0.06,0.21,0.03,0.24,0.76,0
5015,-0.06,-0.01,-0.01,-0.18,-0.05,0.21,0.03,0.24,0.76,0
5018,-0.07,-0.00,0.00,-0.18,-0.07,0.21,0.03,0.24,0.75,0
5021,-0.06,0.01,0.00,-0.19,-0.06,0.21,0.03,0.24,0.76,0
5024,-0.05,0.01,0.00,-0.19,-0.05,0.21,0.03,0.24,0.76,0
5027,-0.05,0.02,-0.00,-0.19,-0.05,0.21,0.03,0.24,0.75,0
5040,-0.02,0.06,-0.01,-0.20,-0.01,0.21,0.03,0.24,0.78,0
5043,-0.02,0.06,0.00,-0.19,-0.02,0.21,0.03,0.24,0.77,0
5046,-0.03,0.07,0.01,-0.16,-0.04,0.22,0.03,0.24,0.78,0
5049,-0.03,0.09,0.03,-0.17,-0.06,0.21,0.02,0.24,0.79,0
5052,-0.01,0.11,0.03,-0.16,-0.05,0.21,0.03,0.24,0.77,0
5065,-0.02,0.11,0.05,-0.11,-0.07,0.21,0.03,0.24,0.75,0
5068,-0.02,0.12,0.05,-0.11,-0.07,0.21,0.03,0.24,0.76,0
5071,-0.00,0.14,0.05,-0.11,-0.05,0.21,0.03,0.24,0.76,0
5074,-0.01,0.15,0.04,-0.12,-0.05,0.21,0.03,0.24,0.76,0
5077,0.00,0.16,0.04,-0.10,-0.04,0.21,0.03,0.24,0.77,0
5090,-0.03,0.20,-0.02,-0.08,-0.00,0.20,0.03,0.23,0.75,0
5093,-0.04,0.21,-0.03,-0.08,-0.01,0.20,0.03,0.23,0.73,0
5096,-0.05,0.21,-0.04,-0.08,-0.01,0.21,0.03,0.24,0.76,0
5099,-0.07,0.20,-0.05,-0.07,-0.02,0.20,0.03,0.23,0.75,0
5102,-0.08,0.21,-0.06,-0.08,-0.02,0.20,0.03,0.22,0.75,0
5115,-0.14,0.23,-0.10,-0.05,-0.05,0.20,0.03,0.23,0.75,0
5118,-0.16,0.23,-0.09,-0.06,-0.07,0.20,0.03,0.23,0.76,0
5121,-0.19,0.24,-0.10,-0.07,-0.09,0.20,0.03,0.23,0.76,0
5124,-0.17,0.24,-0.11,-0.08,-0.06,0.20,0.03,0.23,0.76,0
5127,-0.18,0.24,-0.11,-0.09,-0.07,0.20,0.03,0.23,0.76,0
5141,-0.28,0.17,-0.18,-0.07,-0.10,0.22,0.03,0.24,0.78,0
5144,-0.30,0.15,-0.19,-0.07,-0.11,0.20,0.03,0.23,0.77,0
5147,-0.30,0.14,-0.19,-0.08,-0.11,0.20,0.03,0.23,0.78,0
5150,-0.32,0.11,-0.18,-0.10,-0.13,0.20,0.03,0.23,0.78,0
5153,-0.34,0.09,-0.21,-0.11,-0.12,0.20,0.03,0.23,0.76,0
5166,-0.41,0.00,-0.27,-0.13,-0.14,0.20,0.03,0.23,0.77,0
5169,-0.39,-0.02,-0.29,-0.14,-0.11,0.20,0.03,0.23,0.75,0
5172,-0.38,-0.04,-0.30,-0.14,-0.08,0.20,0.03,0.22,0.76,0
5175,-0.38,-0.08,-0.33,-0.15,-0.06,0.20,0.03,0.23,0.75,0
5178,-0.38,-0.11,-0.34,-0.15,-0.04,0.19,0.03,0.22,0.75,0
5191,-0.40,-0.13,-0.34,-0.22,-0.06,0.20,0.03,0.23,0.76,0
5194,-0.38,-0.14,-0.34,-0.23,-0.05,0.20,0.03,0.23,0.74,0
5197,-0.38,-0.15,-0.35,-0.25,-0.03,0.19,0.02,0.22,0.78,0
5200,-0.40,-0.14,-0.36,-0.24,-0.04,0.19,0.03,0.22,0.75,0
5203,-0.39,-0.13,-0.36,-0.26,-0.03,0.20,0.03,0.22,0.77,0
5216,-0.33,-0.08,-0.37,-0.35,0.04,0.18,0.03,0.21,0.71,0
5219,-0.33,-0.07,-0.35,-0.36,0.02,0.18,0.03,0.21,0.70,0
5222,-0.32,-0.07,-0.36,-0.38,0.04,0.18,0.03,0.21,0.72,0
5225,-0.30,-0.05,-0.35,-0.40,0.05,0.18,0.03,0.21,0.72,0
5228,-0.30,-0.02,-0.30,-0.42,0.00,0.18,0.02,0.20,0.79,0
5241,-0.14,0.20,-0.31,-0.41,0.17,0.18,0.02,0.21,0.76,0
5244,-0.18,0.26,-0.32,-0.39,0.14,0.18,0.03,0.21,0.76,0
5247,-0.22,0.32,-0.33,-0.37,0.11,0.18,0.02,0.21,0.76,0
5250,-0.26,0.37,-0.35,-0.39,0.09,0.18,0.02,0.20,0.76,0
5253,-0.31,0.41,-0.39,-0.37,0.08,0.18,0.03,0.21,0.74,0
5267,-0.45,0.60,-0.51,-0.30,0.06,0.18,0.02,0.20,0.78,0
5270,-0.48,0.61,-0.51,-0.31,0.03,0.18,0.02,0.20,0.79,0
5273,-0.47,0.62,-0.50,-0.31,0.03,0.18,0.03,0.20,0.75,0
5275,-0.46,0.63,-0.48,-0.30,0.02,0.18,0.03,0.20,0.74,0
5278,-0.35,0.64,-0.43,-0.30,0.08,0.18,0.03,0.21,0.71,0
5292,-0.22,0.68,-0.23,-0.29,0.02,0.18,0.03,0.22,0.69,0
5295,-0.20,0.70,-0.19,-0.28,-0.01,0.18,0.03,0.22,0.68,0
5298,-0.21,0.75,-0.16,-0.26,-0.05,0.18,0.03,0.22,0.69,0
5301,-0.16,0.78,-0.12,-0.27,-0.04,0.18,0.04,0.22,0.65,0
5304,-0.15,0.81,-0.07,-0.28,-0.08,0.18,0.04,0.22,0.66,0
5317,-0.13,0.90,0.05,-0.30,-0.18,0.18,0.04,0.22,0.65,0
5320,-0.12,0.93,0.06,-0.29,-0.18,0.18,0.04,0.22,0.64,0
5323,-0.16,0.93,0.07,-0.30,-0.23,0.18,0.04,0.22,0.65,0
5326,-0.21,0.92,0.07,-0.31,-0.28,0.18,0.04,0.22,0.65,0
5329,-0.26,0.92,0.07,-0.29,-0.33,0.18,0.04,0.23,0.63,0
5342,-0.34,0.93,0.09,-0.22,-0.43,0.18,0.04,0.23,0.61,0
5345,-0.34,0.94,0.10,-0.22,-0.44,0.19,0.05,0.24,0.62,0
5348,-0.35,0.93,0.14,-0.20,-0.48,0.20,0.04,0.24,0.63,0
5351,-0.34,0.95,0.16,-0.19,-0.50,0.20,0.04,0.24,0.63,0
5354,-0.34,0.95,0.19,-0.21,-0.53,0.20,0.04,0.24,0.64,0
5367,-0.28,0.94,0.32,-0.26,-0.60,0.20,0.05,0.25,0.62,0
5370,-0.28,0.93,0.34,-0.26,-0.63,0.20,0.04,0.25,0.64,0
5373,-0.25,0.91,0.38,-0.27,-0.63,0.20,0.04,0.25,0.64,0
5376,-0.24,0.89,0.41,-0.29,-0.65,0.20,0.05,0.26,0.59,0
5379,-0.22,0.87,0.43,-0.29,-0.65,0.22,0.04,0.27,0.67,0
