t_ms,pitch1,roll1,pitch2,roll2,delta_pitch,fsr1_scaled,fsr2_scaled,fsr_total,fsr_balance,label
5287,0.39,0.52,0.46,0.76,-0.06,0.31,0.38,0.69,-0.10,0
5300,0.44,0.41,0.53,0.82,-0.09,0.32,0.37,0.69,-0.08,0
5303,0.45,0.40,0.54,0.85,-0.09,0.32,0.38,0.69,-0.08,0
5306,0.48,0.39,0.55,0.87,-0.07,0.32,0.37,0.69,-0.08,0
5309,0.47,0.40,0.56,0.90,-0.09,0.32,0.38,0.70,-0.09,0
5312,0.48,0.41,0.57,0.93,-0.09,0.32,0.38,0.70,-0.09,0
5325,0.48,0.44,0.62,1.02,-0.13,0.32,0.39,0.71,-0.09,0
5328,0.48,0.45,0.62,1.03,-0.14,0.33,0.39,0.71,-0.09,0
5331,0.47,0.44,0.61,1.06,-0.13,0.33,0.39,0.71,-0.08,0
5334,0.47,0.43,0.61,1.07,-0.14,0.33,0.39,0.71,-0.08,0
5337,0.47,0.41,0.62,1.09,-0.14,0.32,0.39,0.71,-0.09,0
5350,0.43,0.24,0.66,1.21,-0.23,0.32,0.38,0.70,-0.07,0
5353,0.46,0.22,0.68,1.24,-0.22,0.33,0.38,0.70,-0.07,0
5356,0.48,0.20,0.69,1.27,-0.21,0.33,0.38,0.70,-0.07,0
5359,0.52,0.16,0.70,1.31,-0.19,0.32,0.38,0.70,-0.08,0
5362,0.55,0.13,0.72,1.37,-0.17,0.32,0.38,0.71,-0.08,0
5365,0.58,0.12,0.73,1.42,-0.15,0.33,0.38,0.71,-0.08,0
5378,0.59,-0.02,0.69,1.53,-0.10,0.32,0.39,0.71,-0.09,0
5381,0.58,-0.06,0.69,1.55,-0.11,0.32,0.39,0.71,-0.09,0
5384,0.59,-0.11,0.70,1.56,-0.11,0.32,0.39,0.71,-0.09,0
5387,0.58,-0.12,0.69,1.59,-0.11,0.32,0.39,0.71,-0.09,0
5390,0.59,-0.13,0.70,1.64,-0.11,0.32,0.39,0.71,-0.10,0
5403,0.57,-0.16,0.68,1.79,-0.12,0.32,0.39,0.71,-0.11,0
5406,0.58,-0.18,0.67,1.85,-0.09,0.32,0.40,0.72,-0.12,0
5409,0.58,-0.20,0.64,1.88,-0.06,0.32,0.40,0.72,-0.11,0
5412,0.58,-0.22,0.64,1.92,-0.06,0.32,0.40,0.72,-0.12,0
5415,0.55,-0.23,0.63,1.96,-0.08,0.31,0.40,0.71,-0.12,0
5428,0.57,-0.47,0.57,2.04,0.00,0.32,0.38,0.70,-0.09,0
5431,0.53,-0.56,0.52,2.02,0.01,0.32,0.38,0.70,-0.09,0
5434,0.48,-0.66,0.48,2.00,-0.01,0.31,0.38,0.69,-0.09,0
5437,0.44,-0.72,0.47,1.99,-0.03,0.31,0.38,0.69,-0.10,0
5440,0.39,-0.73,0.44,2.01,-0.05,0.32,0.37,0.69,-0.08,0
5453,0.26,-0.67,0.44,2.25,-0.18,0.33,0.37,0.70,-0.06,0
5456,0.29,-0.67,0.46,2.30,-0.17,0.33,0.37,0.70,-0.07,0
5459,0.30,-0.66,0.50,2.34,-0.20,0.32,0.37,0.69,-0.07,0
5462,0.28,-0.68,0.51,2.36,-0.23,0.33,0.36,0.69,-0.05,0
5465,0.31,-0.70,0.53,2.42,-0.23,0.33,0.37,0.69,-0.06,0
5478,0.32,-0.95,0.56,2.33,-0.24,0.33,0.36,0.69,-0.04,0
5481,0.31,-1.00,0.56,2.30,-0.25,0.34,0.35,0.70,-0.02,0
5484,0.37,-1.09,0.57,2.27,-0.20,0.33,0.35,0.68,-0.03,0
5487,0.42,-1.09,0.55,2.33,-0.13,0.33,0.35,0.68,-0.03,0
5490,0.42,-1.07,0.56,2.40,-0.14,0.32,0.35,0.67,-0.03,0
5503,0.47,-1.00,0.56,2.69,-0.09,0.33,0.34,0.66,-0.02,0
5506,0.50,-0.99,0.55,2.73,-0.06,0.32,0.34,0.66,-0.02,0
5509,0.46,-1.01,0.52,2.74,-0.07,0.32,0.34,0.66,-0.02,0
5512,0.45,-1.07,0.51,2.71,-0.07,0.32,0.33,0.65,-0.02,0
5515,0.42,-1.05,0.53,2.73,-0.10,0.32,0.33,0.66,-0.02,0
5529,0.45,-1.05,0.41,2.74,0.04,0.32,0.32,0.65,-0.00,0
5531,0.45,-1.04,0.42,2.78,0.04,0.32,0.32,0.65,-0.00,0
5534,0.40,-1.01,0.39,2.81,0.01,0.32,0.32,0.64,0.00,0
5537,0.37,-0.98,0.35,2.83,0.02,0.33,0.32,0.65,0.01,0
5540,0.27,-0.93,0.33,2.85,-0.06,0.32,0.32,0.64,-0.01,0
5543,0.22,-0.95,0.32,2.84,-0.10,0.32,0.32,0.63,-0.00,0
5556,0.53,-1.11,0.47,2.86,0.06,0.30,0.31,0.61,-0.02,0
5559,0.49,-1.09,0.44,2.89,0.05,0.31,0.30,0.62,0.02,0
5562,0.41,-1.08,0.43,2.92,-0.02,0.31,0.30,0.61,0.01,0
5565,0.32,-1.07,0.41,2.93,-0.09,0.31,0.30,0.62,0.02,0
5568,0.29,-1.05,0.37,2.98,-0.08,0.32,0.30,0.62,0.03,0
5581,0.40,-1.10,0.43,3.08,-0.03,0.32,0.29,0.61,0.04,0
5584,0.30,-1.10,0.40,3.10,-0.10,0.32,0.30,0.62,0.03,0
5587,0.27,-1.12,0.40,3.11,-0.13,0.32,0.29,0.61,0.05,0
5590,0.36,-1.20,0.42,3.13,-0.06,0.32,0.29,0.61,0.05,0
5593,0.48,-1.26,0.47,3.11,0.01,0.31,0.29,0.60,0.05,0
5596,0.46,-1.29,0.47,3.12,-0.01,0.32,0.29,0.61,0.05,0
5609,0.56,-1.30,0.51,3.25,0.06,0.31,0.29,0.60,0.04,0
5612,0.53,-1.24,0.49,3.30,0.04,0.31,0.29,0.60,0.03,0
5615,0.52,-1.25,0.48,3.30,0.04,0.31,0.29,0.60,0.03,0
5618,0.53,-1.24,0.50,3.33,0.03,0.30,0.29,0.59,0.02,0
5621,0.62,-1.26,0.50,3.35,0.12,0.30,0.29,0.59,0.02,0
5634,0.71,-1.21,0.45,3.46,0.26,0.30,0.28,0.57,0.03,0
5637,0.55,-1.21,0.37,3.48,0.18,0.29,0.28,0.57,0.03,0
5640,0.46,-1.18,0.31,3.52,0.15,0.30,0.27,0.57,0.04,0
5643,0.40,-1.15,0.26,3.54,0.14,0.30,0.27,0.56,0.05,0
5646,0.44,-1.22,0.24,3.53,0.20,0.29,0.27,0.56,0.04,0
5649,0.42,-1.19,0.23,3.59,0.19,0.29,0.26,0.56,0.05,0
5662,0.25,-1.26,0.08,3.67,0.17,0.28,0.24,0.53,0.08,0
5665,0.30,-1.26,0.00,3.68,0.30,0.29,0.24,0.53,0.08,0
5668,0.31,-1.30,0.03,3.69,0.28,0.28,0.24,0.52,0.09,0
5671,0.37,-1.33,0.05,3.68,0.31,0.29,0.23,0.52,0.10,0
5674,0.38,-1.36,0.01,3.71,0.37,0.28,0.23,0.51,0.09,0
5677,0.37,-1.42,0.08,3.63,0.29,0.26,0.24,0.50,0.06,0
5690,0.67,-1.53,0.19,3.65,0.48,0.25,0.23,0.48,0.04,0
5693,0.76,-1.60,0.19,3.65,0.57,0.24,0.23,0.47,0.03,0
5696,0.80,-1.61,0.19,3.64,0.61,0.24,0.23,0.46,0.03,0
5699,0.79,-1.60,0.25,3.67,0.54,0.24,0.22,0.46,0.04,0
5702,0.84,-1.63,0.25,3.69,0.59,0.23,0.22,0.46,0.03,0
5715,1.15,-1.93,0.44,3.64,0.71,0.22,0.21,0.43,0.04,0
5718,1.20,-2.01,0.52,3.63,0.68,0.22,0.20,0.43,0.05,0
5721,1.21,-2.05,0.51,3.63,0.71,0.23,0.20,0.43,0.06,0
5724,1.21,-2.09,0.52,3.60,0.69,0.22,0.20,0.42,0.06,0
5727,1.21,-2.15,0.52,3.60,0.69,0.22,0.19,0.41,0.06,0
5730,1.26,-2.15,0.57,3.64,0.68,0.23,0.19,0.42,0.09,0
5743,1.56,-2.25,0.72,3.70,0.84,0.20,0.17,0.38,0.08,0
5746,1.60,-2.28,0.75,3.70,0.84,0.20,0.17,0.37,0.10,0
5749,1.66,-2.31,0.85,3.71,0.81,0.20,0.17,0.37,0.10,0
5752,1.73,-2.40,0.88,3.70,0.85,0.20,0.16,0.36,0.12,0
5755,1.80,-2.44,0.90,3.71,0.91,0.20,0.16,0.36,0.11,0
5758,1.82,-2.45,0.92,3.70,0.90,0.20,0.16,0.35,0.12,0
5771,1.97,-2.54,1.04,3.62,0.92,0.19,0.14,0.33,0.17,0
5774,2.02,-2.58,1.09,3.58,0.93,0.19,0.14,0.33,0.17,0
5777,2.06,-2.59,1.09,3.61,0.97,0.20,0.14,0.34,0.17,0
5780,2.11,-2.61,1.17,3.61,0.94,0.20,0.14,0.33,0.18,0
5783,2.18,-2.65,1.22,3.63,0.96,0.19,0.13,0.33,0.19,0
5786,2.22,-2.66,1.23,3.64,0.99,0.19,0.14,0.33,0.17,0
5799,2.31,-2.70,1.34,3.66,0.97,0.20,0.12,0.32,0.23,0
5802,2.36,-2.77,1.39,3.65,0.97,0.19,0.12,0.32,0.23,0
5805,2.40,-2.78,1.42,3.68,0.98,0.19,0.12,0.31,0.24,0
5808,2.43,-2.76,1.45,3.72,0.98,0.18,0.11,0.29,0.25,0
5811,2.47,-2.72,1.49,3.75,0.98,0.17,0.11,0.27,0.23,0
5824,2.65,-2.93,1.66,3.70,0.99,0.18,0.09,0.27,0.32,0
5827,2.69,-2.93,1.69,3.69,1.00,0.17,0.09,0.27,0.30,0
5830,2.71,-2.92,1.73,3.70,0.97,0.17,0.09,0.26,0.32,0
5833,2.77,-2.93,1.77,3.70,1.00,0.17,0.09,0.25,0.32,0
5836,2.81,-2.96,1.81,3.72,1.00,0.17,0.09,0.25,0.32,0
5839,2.84,-2.95,1.84,3.75,1.00,0.17,0.08,0.25,0.34,0
5852,2.92,-3.03,1.96,3.77,0.96,0.17,0.06,0.23,0.46,0
5855,2.98,-3.05,1.98,3.77,1.00,0.16,0.06,0.23,0.44,0
5858,3.00,-3.13,2.07,3.74,0.93,0.17,0.06,0.23,0.47,0
5861,3.08,-3.20,2.16,3.71,0.91,0.16,0.06,0.22,0.46,0
5864,3.20,-3.28,2.28,3.66,0.92,0.15,0.06,0.21,0.45,0
5867,3.29,-3.37,2.38,3.55,0.91,0.15,0.06,0.20,0.45,0
5880,3.84,-3.68,2.73,3.45,1.11,0.13,0.05,0.18,0.42,0
5883,3.99,-3.78,2.80,3.41,1.19,0.13,0.05,0.18,0.48,0
5886,4.12,-3.84,2.91,3.37,1.22,0.12,0.05,0.17,0.44,0
5889,4.25,-3.96,2.84,3.32,1.42,0.12,0.05,0.16,0.44,0
5892,4.18,-4.00,2.92,3.28,1.27,0.11,0.04,0.16,0.43,0
5905,4.48,-4.33,3.17,3.16,1.31,0.10,0.03,0.13,0.51,0
5908,4.53,-4.33,3.24,3.13,1.29,0.10,0.03,0.13,0.51,0
5911,4.56,-4.37,3.31,3.12,1.25,0.09,0.03,0.12,0.54,0
5914,4.61,-4.42,3.36,3.09,1.25,0.09,0.02,0.12,0.57,0
5917,4.62,-4.46,3.42,3.05,1.20,0.09,0.02,0.11,0.58,0
5920,4.61,-4.47,3.40,3.08,1.21,0.09,0.02,0.11,0.62,0
5933,4.45,-4.27,3.33,3.23,1.11,0.09,0.01,0.10,0.73,0
5936,4.40,-4.26,3.28,3.28,1.12,0.08,0.01,0.09,0.74,0
5939,4.38,-4.14,3.21,3.37,1.18,0.08,0.01,0.09,0.76,0
5942,4.28,-3.96,3.13,3.46,1.15,0.08,0.01,0.09,0.78,0
5945,4.22,-3.91,3.10,3.49,1.12,0.08,0.01,0.09,0.74,0
5947,4.14,-3.89,3.08,3.51,1.06,0.07,0.00,0.08,0.96,0
5961,3.86,-3.96,2.93,3.44,0.93,0.07,0.00,0.07,1.00,0
5964,3.84,-3.93,2.91,3.43,0.93,0.05,0.00,0.05,1.00,0
5967,3.82,-3.93,2.91,3.42,0.92,0.06,0.00,0.06,1.00,0
5969,3.78,-4.01,2.90,3.36,0.89,0.06,0.00,0.06,1.00,0
5972,3.71,-4.07,2.90,3.36,0.81,0.06,0.00,0.06,1.00,0
5986,3.44,-4.02,2.66,3.46,0.78,0.07,0.00,0.07,1.00,0
5989,3.40,-4.00,2.63,3.45,0.77,0.07,0.00,0.07,1.00,0
5991,3.42,-4.01,2.64,3.46,0.77,0.06,0.00,0.06,1.00,0
5994,3.46,-3.99,2.57,3.48,0.89,0.06,0.00,0.06,1.00,0
5997,3.38,-4.06,2.57,3.40,0.81,0.06,0.00,0.06,1.00,0
6000,3.36,-4.19,2.58,3.30,0.78,0.06,0.00,0.06,1.00,0
6013,3.27,-4.77,2.63,2.85,0.64,0.06,0.00,0.06,1.00,0
6016,3.26,-4.86,2.64,2.79,0.61,0.06,0.00,0.06,1.00,0
6019,3.24,-4.92,2.64,2.75,0.60,0.06,0.00,0.06,1.00,0
6022,3.24,-4.99,2.66,2.70,0.57,0.06,0.00,0.06,1.00,0
6025,3.27,-5.05,2.57,2.75,0.70,0.06,0.00,0.06,1.00,0
6028,3.24,-4.98,2.64,2.77,0.61,0.05,0.00,0.05,1.00,0
6041,3.27,-5.17,2.64,2.66,0.62,0.05,0.00,0.05,1.00,0
6044,3.28,-5.22,2.64,2.63,0.64,0.05,0.00,0.05,1.00,0
6047,3.29,-5.24,2.67,2.65,0.62,0.05,0.00,0.05,1.00,0
6050,3.32,-5.20,2.69,2.69,0.63,0.05,0.00,0.05,1.00,0
6053,3.36,-5.19,2.73,2.70,0.63,0.05,0.00,0.05,1.00,0
6066,3.53,-5.30,2.80,2.70,0.72,0.05,0.00,0.05,1.00,0
6069,3.54,-5.31,2.83,2.70,0.71,0.04,0.00,0.04,1.00,0
6072,3.56,-5.34,2.84,2.68,0.72,0.05,0.00,0.05,1.00,0
6075,3.59,-5.37,2.88,2.65,0.72,0.05,0.00,0.05,1.00,0
6078,3.61,-5.39,2.90,2.64,0.71,0.04,0.00,0.04,1.00,0
6081,3.66,-5.40,2.93,2.64,0.73,0.04,0.00,0.04,1.00,0
6094,3.76,-5.11,2.85,2.96,0.91,0.04,0.00,0.04,1.00,0
6097,3.82,-5.11,2.89,2.96,0.94,0.04,0.00,0.04,1.00,0
6100,3.87,-5.14,2.91,2.93,0.95,0.04,0.00,0.04,1.00,0
6103,3.91,-5.19,2.96,2.90,0.95,0.03,0.00,0.03,1.00,0
6106,3.96,-5.27,2.95,2.87,1.01,0.03,0.00,0.03,1.00,0
6109,3.96,-5.23,3.01,2.90,0.95,0.03,0.00,0.03,1.00,0
6122,4.19,-5.35,3.22,2.80,0.96,0.03,0.00,0.03,1.00,0
6125,4.28,-5.39,3.29,2.79,0.99,0.03,0.00,0.03,1.00,0
6128,4.37,-5.44,3.34,2.75,1.03,0.03,0.00,0.03,1.00,0
6131,4.44,-5.48,3.36,2.76,1.08,0.03,0.00,0.03,1.00,0
6134,4.50,-5.51,3.39,2.73,1.11,0.03,0.00,0.03,1.00,0
6137,4.56,-5.56,3.42,2.71,1.14,0.02,0.00,0.02,1.00,0
6150,4.88,-5.69,3.59,2.71,1.30,0.01,0.00,0.01,1.00,0
6153,4.93,-5.74,3.60,2.77,1.33,0.02,0.00,0.02,1.00,0
6156,4.96,-5.66,3.64,2.82,1.32,0.02,0.00,0.02,1.00,0
6159,5.05,-5.69,3.70,2.79,1.35,0.00,0.00,0.00,1.00,0
6162,5.15,-5.76,3.77,2.74,1.38,0.00,0.00,0.00,1.00,0
6175,5.50,-5.94,3.99,2.70,1.50,0.00,0.00,0.00,1.00,0
6178,5.56,-5.99,4.05,2.69,1.51,0.00,0.00,0.00,1.00,0
6181,5.61,-6.04,4.11,2.68,1.50,0.00,0.00,0.00,1.00,0
6184,5.65,-6.08,4.16,2.66,1.49,0.00,0.00,0.00,1.00,0
6187,5.69,-6.11,4.21,2.66,1.49,0.00,0.00,0.00,1.00,0
6190,5.75,-6.13,4.25,2.65,1.50,0.00,0.00,0.00,1.00,0
6203,5.83,-6.27,4.36,2.58,1.48,0.00,0.00,0.00,0.00,0
6206,5.85,-6.30,4.38,2.55,1.47,0.00,0.00,0.00,1.00,0
6209,5.85,-6.33,4.41,2.52,1.44,0.00,0.00,0.00,1.00,0
6212,5.85,-6.36,4.43,2.52,1.43,0.00,0.00,0.00,0.00,0
6215,5.85,-6.38,4.45,2.51,1.39,0.00,0.00,0.00,1.00,0
6218,5.85,-6.37,4.46,2.51,1.39,0.00,0.00,0.00,1.00,0
6231,5.84,-6.34,4.45,2.54,1.39,0.00,0.00,0.00,0.00,0
6234,5.84,-6.36,4.45,2.51,1.39,0.00,0.00,0.00,0.00,0
6237,5.81,-6.38,4.44,2.49,1.37,0.00,0.00,0.00,0.00,0
6240,5.79,-6.40,4.44,2.47,1.35,0.00,0.00,0.00,0.00,0
6243,5.79,-6.42,4.45,2.45,1.33,0.00,0.00,0.00,0.00,0
6256,5.76,-6.58,4.49,2.34,1.27,0.00,0.00,0.00,0.00,0
6259,5.76,-6.62,4.49,2.32,1.27,0.00,0.00,0.00,0.00,0
6262,5.76,-6.65,4.50,2.29,1.25,0.00,0.00,0.00,0.00,0
6265,5.75,-6.67,4.52,2.27,1.23,0.00,0.00,0.00,0.00,0
6268,5.76,-6.69,4.53,2.26,1.23,0.00,0.00,0.00,0.00,0
6271,5.77,-6.71,4.55,2.24,1.22,0.00,0.00,0.00,0.00,0
6284,5.78,-6.91,4.60,2.13,1.18,0.00,0.00,0.00,0.00,0
6287,5.79,-6.95,4.62,2.11,1.17,0.00,0.00,0.00,0.00,0
6290,5.81,-6.99,4.64,2.07,1.17,0.00,0.00,0.00,0.00,0
6293,5.83,-7.03,4.67,2.07,1.16,0.00,0.00,0.00,0.00,0
6296,5.84,-7.05,4.68,2.05,1.16,0.00,0.00,0.00,0.00,0
6299,5.85,-7.10,4.70,2.02,1.15,0.00,0.00,0.00,0.00,0
6312,5.85,-7.17,4.71,1.99,1.14,0.00,0.00,0.00,0.00,0
6315,5.84,-7.17,4.71,1.98,1.14,0.00,0.00,0.00,0.00,0
6318,5.85,-7.19,4.72,2.00,1.14,0.00,0.00,0.00,0.00,0
6321,5.84,-7.19,4.72,2.00,1.12,0.00,0.00,0.00,0.00,0
6324,5.85,-7.23,4.75,1.98,1.10,0.00,0.00,0.00,0.00,0
6337,5.90,-7.26,4.80,1.99,1.10,0.00,0.00,0.00,0.00,0
6340,5.90,-7.27,4.81,1.96,1.09,0.00,0.00,0.00,0.00,0
6343,5.91,-7.27,4.82,1.96,1.09,0.00,0.00,0.00,0.00,0
6346,5.92,-7.27,4.83,1.97,1.10,0.00,0.00,0.00,0.00,0
6349,5.94,-7.27,4.85,1.98,1.09,0.00,0.00,0.00,0.00,0
6351,5.93,-7.30,4.87,1.99,1.06,0.00,0.00,0.00,0.00,0
6365,6.02,-7.24,4.94,2.07,1.08,0.00,0.00,0.00,0.00,0
6368,6.03,-7.25,4.95,2.09,1.08,0.00,0.00,0.00,0.00,0
6371,6.04,-7.24,4.95,2.11,1.08,0.00,0.00,0.00,0.00,0
6373,6.04,-7.23,4.96,2.12,1.07,0.00,0.00,0.00,0.00,0
6376,6.04,-7.22,4.98,2.13,1.06,0.00,0.00,0.00,0.00,0
6379,6.04,-7.22,4.98,2.13,1.06,0.00,0.00,0.00,0.00,0
6393,6.00,-7.22,4.96,2.15,1.04,0.00,0.00,0.00,0.00,0
6395,5.99,-7.22,4.93,2.15,1.06,0.00,0.00,0.00,0.00,0
6398,5.96,-7.23,4.90,2.15,1.06,0.00,0.00,0.00,0.00,0
6401,5.93,-7.24,4.89,2.15,1.04,0.00,0.00,0.00,0.00,0
6404,5.92,-7.23,4.87,2.15,1.05,0.00,0.00,0.00,0.00,0
6417,5.84,-7.23,4.83,2.13,1.02,0.00,0.00,0.00,0.00,0
6420,5.82,-7.22,4.81,2.13,1.01,0.00,0.00,0.00,0.00,0
6423,5.80,-7.23,4.81,2.14,1.00,0.00,0.00,0.00,0.00,0
6426,5.79,-7.22,4.79,2.16,1.00,0.00,0.00,0.00,0.00,0
6429,5.78,-7.20,4.77,2.15,1.01,0.00,0.00,0.00,0.00,0
6432,5.79,-7.18,4.75,2.16,1.03,0.00,0.00,0.00,0.00,0
6445,5.72,-7.09,4.70,2.18,1.02,0.00,0.00,0.00,0.00,0
6448,5.70,-7.07,4.68,2.19,1.02,0.00,0.00,0.00,0.00,0
6451,5.69,-7.06,4.66,2.19,1.03,0.00,0.00,0.00,0.00,0
6454,5.67,-7.03,4.64,2.19,1.03,0.00,0.00,0.00,0.00,0
6457,5.65,-7.02,4.62,2.20,1.04,0.00,0.00,0.00,0.00,0
6460,5.64,-7.00,4.59,2.21,1.05,0.00,0.00,0.00,0.00,0
6473,5.54,-6.95,4.47,2.23,1.07,0.00,0.00,0.00,0.00,0
6476,5.51,-6.93,4.45,2.23,1.06,0.00,0.00,0.00,0.00,0
6479,5.47,-6.92,4.43,2.24,1.04,0.00,0.00,0.00,0.00,0
6482,5.44,-6.92,4.40,2.25,1.04,0.00,0.00,0.00,0.00,0
6485,5.39,-6.90,4.38,2.25,1.01,0.00,0.00,0.00,0.00,0
6498,5.22,-6.89,4.25,2.26,0.97,0.00,0.00,0.00,0.00,0
6501,5.17,-6.89,4.22,2.25,0.95,0.00,0.00,0.00,0.00,0
6504,5.14,-6.90,4.20,2.25,0.94,0.00,0.00,0.00,0.00,0
6507,5.10,-6.88,4.17,2.25,0.94,0.00,0.00,0.00,0.00,0
6510,5.07,-6.88,4.14,2.25,0.93,0.00,0.00,0.00,0.00,0
6513,5.04,-6.87,4.11,2.24,0.93,0.00,0.00,0.00,0.00,0
6526,4.98,-6.88,4.03,2.24,0.95,0.00,0.00,0.00,0.00,0
6529,4.98,-6.88,4.02,2.24,0.96,0.00,0.00,0.00,0.00,0
6532,4.98,-6.87,4.02,2.25,0.96,0.00,0.00,0.00,0.00,0
6535,4.97,-6.86,4.02,2.27,0.95,0.00,0.00,0.00,0.00,0
6538,4.95,-6.84,4.00,2.28,0.95,0.00,0.00,0.00,0.00,0
6541,4.95,-6.82,3.99,2.30,0.95,0.00,0.00,0.00,0.00,0
6554,4.88,-6.71,3.92,2.36,0.97,0.00,0.00,0.00,0.00,0
6557,4.85,-6.70,3.89,2.37,0.96,0.00,0.00,0.00,0.00,0
