t_ms,pitch1,roll1,pitch2,roll2,delta_pitch,fsr1_scaled,fsr2_scaled,fsr_total,fsr_balance,label
5250,-0.15,0.22,-0.08,0.00,-0.07,0.26,0.22,0.48,0.08,1
5253,-0.15,0.21,-0.09,-0.00,-0.06,0.26,0.23,0.49,0.07,1
5256,-0.16,0.22,-0.08,-0.02,-0.07,0.25,0.22,0.48,0.06,1
5269,-0.11,0.24,-0.06,0.03,-0.06,0.26,0.22,0.48,0.07,1
5272,-0.09,0.25,-0.06,0.02,-0.03,0.26,0.24,0.49,0.05,1
5275,-0.07,0.26,-0.05,0.04,-0.02,0.26,0.22,0.48,0.07,1
5278,-0.05,0.25,-0.03,0.04,-0.02,0.26,0.22,0.48,0.07,1
5281,-0.04,0.25,-0.02,0.04,-0.02,0.26,0.23,0.49,0.07,1
5294,0.01,0.18,0.06,0.06,-0.04,0.25,0.23,0.48,0.05,1
5297,0.04,0.17,0.06,0.06,-0.02,0.25,0.23,0.48,0.05,1
5300,0.05,0.17,0.07,0.06,-0.03,0.25,0.23,0.48,0.05,1
5303,0.06,0.15,0.09,0.06,-0.02,0.25,0.23,0.48,0.05,1
5306,0.06,0.13,0.09,0.06,-0.03,0.25,0.23,0.48,0.05,1
5309,0.05,0.13,0.09,0.04,-0.04,0.25,0.23,0.48,0.05,1
5322,0.05,0.07,0.09,0.00,-0.05,0.25,0.22,0.47,0.06,1
5325,0.03,0.07,0.07,-0.01,-0.04,0.25,0.23,0.48,0.05,1
5328,0.01,0.06,0.08,-0.02,-0.07,0.25,0.23,0.48,0.05,1
5331,0.00,0.06,0.07,-0.02,-0.07,0.25,0.23,0.48,0.05,1
5334,-0.03,0.06,0.05,-0.03,-0.08,0.25,0.23,0.48,0.05,1
5347,-0.11,0.08,0.01,-0.04,-0.12,0.25,0.23,0.48,0.05,1
5350,-0.13,0.09,-0.01,-0.04,-0.11,0.25,0.23,0.48,0.06,1
5353,-0.14,0.10,-0.03,-0.03,-0.10,0.25,0.22,0.47,0.06,1
5356,-0.15,0.10,-0.04,-0.02,-0.12,0.26,0.23,0.48,0.06,1
5359,-0.15,0.10,-0.05,-0.02,-0.10,0.25,0.23,0.48,0.06,1
5372,-0.19,0.12,-0.06,-0.06,-0.12,0.25,0.23,0.48,0.05,1
5375,-0.17,0.11,-0.06,-0.06,-0.11,0.25,0.23,0.48,0.05,1
5378,-0.16,0.12,-0.06,-0.04,-0.11,0.25,0.23,0.48,0.05,1
5381,-0.17,0.12,-0.06,-0.03,-0.11,0.25,0.23,0.48,0.05,1
5384,-0.16,0.12,-0.06,-0.03,-0.10,0.25,0.23,0.48,0.05,1
5397,-0.14,0.14,-0.07,-0.02,-0.07,0.25,0.23,0.48,0.05,1
5400,-0.13,0.15,-0.06,-0.02,-0.07,0.25,0.22,0.48,0.06,1
5403,-0.13,0.15,-0.07,-0.03,-0.06,0.25,0.23,0.48,0.05,1
5406,-0.14,0.15,-0.07,-0.02,-0.07,0.25,0.23,0.48,0.05,1
5409,-0.12,0.17,-0.06,-0.01,-0.06,0.25,0.23,0.48,0.05,1
5422,-0.08,0.17,-0.03,-0.02,-0.05,0.25,0.22,0.47,0.05,1
5425,-0.08,0.18,-0.02,-0.02,-0.06,0.25,0.23,0.48,0.05,1
5428,-0.07,0.19,-0.03,-0.02,-0.04,0.25,0.23,0.48,0.05,1
5431,-0.06,0.20,-0.03,-0.02,-0.03,0.25,0.23,0.48,0.02,1
5434,-0.04,0.19,-0.03,-0.03,-0.01,0.25,0.22,0.48,0.06,1
5447,-0.03,0.23,-0.01,-0.03,-0.02,0.25,0.23,0.48,0.05,1
5450,-0.02,0.23,-0.00,-0.03,-0.01,0.25,0.22,0.48,0.06,1
5453,-0.00,0.24,-0.01,-0.02,0.01,0.25,0.22,0.48,0.06,1
5456,0.00,0.26,-0.00,-0.01,0.01,0.25,0.23,0.48,0.05,1
5459,0.01,0.25,-0.00,-0.00,0.01,0.25,0.22,0.48,0.06,1
5473,0.00,0.25,0.00,0.04,-0.00,0.25,0.23,0.48,0.06,1
5476,0.02,0.25,-0.00,0.06,0.02,0.25,0.22,0.48,0.06,1
5479,0.02,0.25,0.01,0.05,0.01,0.25,0.23,0.48,0.05,1
5481,0.00,0.26,0.02,0.07,-0.01,0.25,0.23,0.48,0.06,1
5484,-0.00,0.26,0.02,0.06,-0.02,0.25,0.23,0.48,0.05,1
5487,-0.01,0.26,0.02,0.06,-0.03,0.25,0.22,0.48,0.06,1
5500,-0.01,0.26,0.02,0.03,-0.03,0.25,0.21,0.47,0.09,1
5503,-0.02,0.26,0.01,0.02,-0.03,0.25,0.22,0.48,0.06,1
5506,-0.01,0.25,0.01,0.03,-0.02,0.25,0.22,0.48,0.06,1
5509,-0.01,0.26,0.01,0.02,-0.01,0.25,0.23,0.48,0.05,1
5512,-0.00,0.25,-0.00,0.00,0.00,0.25,0.22,0.48,0.06,1
5525,-0.02,0.23,-0.01,-0.04,-0.01,0.25,0.22,0.47,0.05,1
5528,-0.04,0.24,-0.01,-0.05,-0.02,0.25,0.22,0.48,0.07,1
5531,-0.05,0.26,-0.01,-0.06,-0.04,0.25,0.22,0.48,0.06,1
5534,-0.05,0.27,-0.01,-0.06,-0.03,0.25,0.22,0.48,0.06,1
5537,-0.07,0.27,-0.03,-0.07,-0.04,0.25,0.22,0.48,0.06,1
5551,-0.08,0.26,-0.02,-0.07,-0.06,0.25,0.22,0.47,0.06,1
5554,-0.08,0.26,-0.04,-0.06,-0.04,0.25,0.22,0.47,0.06,1
5557,-0.07,0.26,-0.04,-0.05,-0.04,0.25,0.22,0.47,0.06,1
5560,-0.09,0.26,-0.03,-0.05,-0.07,0.24,0.22,0.47,0.05,1
5563,-0.10,0.26,-0.03,-0.05,-0.07,0.25,0.22,0.47,0.06,1
5576,-0.09,0.27,-0.05,-0.06,-0.04,0.24,0.22,0.46,0.04,1
5579,-0.09,0.26,-0.05,-0.06,-0.04,0.25,0.22,0.47,0.06,1
5582,-0.09,0.26,-0.05,-0.06,-0.03,0.25,0.22,0.48,0.06,1
5585,-0.09,0.24,-0.04,-0.05,-0.04,0.26,0.22,0.48,0.08,1
5588,-0.08,0.25,-0.05,-0.05,-0.03,0.25,0.22,0.48,0.07,1
5601,-0.04,0.26,-0.02,-0.08,-0.02,0.25,0.22,0.47,0.06,1
5604,-0.03,0.26,-0.00,-0.07,-0.03,0.25,0.22,0.47,0.07,1
5607,-0.04,0.26,0.01,-0.05,-0.05,0.25,0.22,0.47,0.07,1
5610,-0.04,0.25,0.01,-0.06,-0.05,0.25,0.22,0.47,0.07,1
5613,-0.03,0.26,-0.00,-0.05,-0.03,0.25,0.22,0.47,0.07,1
5626,-0.03,0.25,-0.01,-0.05,-0.02,0.25,0.22,0.47,0.07,1
5629,-0.03,0.25,0.01,-0.03,-0.03,0.25,0.22,0.47,0.08,1
5632,-0.03,0.24,0.01,-0.02,-0.04,0.25,0.22,0.47,0.07,1
5635,-0.03,0.25,0.02,-0.02,-0.04,0.25,0.22,0.47,0.07,1
5638,-0.02,0.25,0.02,-0.02,-0.04,0.26,0.22,0.48,0.08,1
5651,-0.02,0.23,0.05,-0.01,-0.07,0.25,0.22,0.48,0.06,1
5654,-0.02,0.22,0.05,-0.01,-0.07,0.25,0.23,0.48,0.05,1
5657,-0.02,0.20,0.05,-0.00,-0.07,0.25,0.22,0.48,0.06,1
5660,-0.03,0.20,0.06,-0.01,-0.09,0.25,0.22,0.48,0.07,1
5663,-0.03,0.21,0.07,-0.00,-0.09,0.25,0.22,0.48,0.06,1
5676,-0.03,0.22,0.03,0.01,-0.06,0.25,0.22,0.48,0.06,1
5679,-0.02,0.22,0.03,-0.00,-0.05,0.25,0.22,0.47,0.06,1
5682,-0.03,0.22,0.01,0.01,-0.04,0.25,0.22,0.47,0.06,1
5685,-0.02,0.23,0.01,0.03,-0.03,0.25,0.22,0.47,0.07,1
5688,-0.03,0.22,0.01,0.02,-0.03,0.25,0.22,0.48,0.07,1
5701,-0.08,0.26,-0.02,0.03,-0.05,0.25,0.22,0.48,0.07,1
5704,-0.09,0.26,-0.03,0.02,-0.07,0.25,0.22,0.48,0.07,1
5707,-0.10,0.24,-0.03,0.01,-0.07,0.26,0.22,0.48,0.07,1
5710,-0.12,0.24,-0.04,0.00,-0.07,0.25,0.22,0.48,0.07,1
5713,-0.11,0.24,-0.06,-0.00,-0.06,0.25,0.22,0.48,0.06,1
5726,-0.13,0.24,-0.06,-0.01,-0.07,0.25,0.22,0.48,0.06,1
5729,-0.13,0.25,-0.05,-0.03,-0.07,0.25,0.22,0.47,0.07,1
5732,-0.12,0.25,-0.05,-0.03,-0.07,0.25,0.22,0.48,0.07,1
5735,-0.12,0.25,-0.04,-0.05,-0.08,0.26,0.22,0.48,0.07,1
5738,-0.12,0.25,-0.03,-0.06,-0.08,0.25,0.22,0.48,0.07,1
5752,-0.05,0.27,0.02,-0.02,-0.07,0.25,0.22,0.47,0.08,1
5755,-0.03,0.26,0.04,-0.01,-0.07,0.25,0.22,0.47,0.08,1
5758,-0.01,0.26,0.06,0.00,-0.06,0.25,0.22,0.47,0.07,1
5761,0.00,0.25,0.06,0.01,-0.05,0.25,0.22,0.47,0.07,1
5764,0.00,0.24,0.06,0.02,-0.06,0.25,0.22,0.47,0.07,1
5766,0.01,0.22,0.06,0.03,-0.05,0.25,0.22,0.47,0.07,1
5780,0.08,0.15,0.10,0.03,-0.03,0.25,0.22,0.47,0.07,1
5783,0.08,0.14,0.12,0.02,-0.05,0.25,0.22,0.47,0.07,1
5785,0.06,0.12,0.12,0.01,-0.06,0.25,0.22,0.47,0.07,1
5788,0.05,0.12,0.11,0.00,-0.06,0.25,0.22,0.47,0.07,1
5791,0.04,0.10,0.11,-0.00,-0.07,0.25,0.22,0.47,0.07,1
5805,0.02,0.09,0.08,-0.04,-0.05,0.26,0.22,0.48,0.08,1
5807,0.02,0.10,0.07,-0.04,-0.05,0.25,0.22,0.47,0.08,1
5810,0.02,0.10,0.07,-0.05,-0.05,0.25,0.22,0.47,0.08,1
5813,0.02,0.09,0.05,-0.06,-0.04,0.26,0.22,0.48,0.07,1
5816,-0.00,0.08,0.05,-0.06,-0.05,0.26,0.22,0.48,0.07,1
5830,-0.05,0.10,-0.00,-0.08,-0.05,0.25,0.21,0.47,0.09,1
5833,-0.06,0.12,-0.00,-0.08,-0.05,0.25,0.22,0.47,0.07,1
5836,-0.08,0.13,-0.02,-0.12,-0.06,0.25,0.22,0.47,0.07,1
5839,-0.09,0.13,-0.04,-0.11,-0.05,0.24,0.22,0.46,0.05,1
5842,-0.09,0.15,-0.04,-0.09,-0.05,0.26,0.22,0.48,0.08,1
5855,-0.12,0.17,-0.05,-0.08,-0.07,0.25,0.22,0.47,0.07,1
5858,-0.11,0.17,-0.05,-0.07,-0.06,0.25,0.22,0.47,0.06,1
5861,-0.09,0.17,-0.05,-0.05,-0.04,0.25,0.23,0.48,0.06,1
5864,-0.08,0.18,-0.05,-0.06,-0.03,0.25,0.22,0.47,0.07,1
5867,-0.08,0.18,-0.04,-0.06,-0.04,0.25,0.22,0.47,0.06,1
5880,-0.06,0.21,-0.05,-0.04,-0.01,0.25,0.22,0.47,0.06,1
5883,-0.06,0.22,-0.05,-0.05,-0.00,0.25,0.22,0.47,0.06,1
5886,-0.07,0.21,-0.04,-0.05,-0.02,0.25,0.22,0.48,0.06,1
5889,-0.06,0.23,-0.04,-0.05,-0.01,0.25,0.22,0.47,0.06,1
5892,-0.06,0.22,-0.04,-0.05,-0.03,0.25,0.22,0.47,0.06,1
5905,-0.04,0.26,0.02,-0.02,-0.06,0.25,0.22,0.47,0.06,1
5908,-0.04,0.26,0.01,-0.02,-0.05,0.25,0.22,0.47,0.06,1
5911,-0.04,0.26,0.01,-0.01,-0.05,0.25,0.22,0.47,0.07,1
5914,-0.05,0.26,0.02,-0.02,-0.07,0.25,0.22,0.47,0.06,1
5917,-0.04,0.25,0.02,-0.02,-0.06,0.25,0.22,0.48,0.07,1
5930,-0.06,0.28,0.02,-0.02,-0.09,0.25,0.22,0.47,0.06,1
5933,-0.06,0.29,0.03,-0.04,-0.10,0.25,0.22,0.48,0.07,1
5936,-0.08,0.28,0.03,-0.03,-0.10,0.25,0.22,0.48,0.06,1
5939,-0.07,0.30,0.03,-0.03,-0.09,0.26,0.22,0.48,0.07,1
5942,-0.07,0.30,0.02,-0.05,-0.09,0.25,0.22,0.48,0.07,1
5955,-0.05,0.30,0.04,-0.01,-0.09,0.25,0.22,0.48,0.07,1
5958,-0.04,0.28,0.05,-0.01,-0.09,0.25,0.22,0.47,0.07,1
5961,-0.04,0.28,0.06,-0.00,-0.10,0.26,0.22,0.48,0.08,1
5964,-0.05,0.28,0.06,-0.00,-0.11,0.26,0.23,0.48,0.06,1
5967,-0.04,0.28,0.07,0.02,-0.11,0.26,0.22,0.48,0.07,1
5980,0.02,0.26,0.10,-0.02,-0.09,0.26,0.22,0.48,0.07,1
5983,0.01,0.25,0.10,-0.04,-0.10,0.26,0.22,0.48,0.07,1
5986,0.00,0.25,0.11,-0.06,-0.11,0.25,0.22,0.48,0.07,1
5989,0.00,0.25,0.10,-0.06,-0.09,0.26,0.22,0.48,0.08,1
5992,-0.01,0.28,0.08,-0.06,-0.09,0.25,0.22,0.46,0.06,1
6006,-0.07,0.27,0.02,-0.07,-0.09,0.25,0.22,0.48,0.07,1
6009,-0.08,0.29,0.02,-0.07,-0.10,0.25,0.22,0.48,0.07,1
6011,-0.10,0.27,0.01,-0.06,-0.11,0.25,0.22,0.48,0.07,1
6014,-0.10,0.29,-0.00,-0.06,-0.10,0.26,0.22,0.48,0.08,1
6017,-0.10,0.29,-0.02,-0.07,-0.08,0.25,0.22,0.47,0.07,1
6031,-0.14,0.31,-0.05,-0.11,-0.09,0.25,0.22,0.47,0.07,1
6034,-0.14,0.31,-0.05,-0.11,-0.08,0.25,0.22,0.48,0.07,1
6037,-0.13,0.33,-0.06,-0.11,-0.08,0.25,0.22,0.47,0.07,1
6040,-0.14,0.34,-0.05,-0.11,-0.09,0.25,0.22,0.48,0.07,1
6043,-0.14,0.36,-0.04,-0.10,-0.10,0.25,0.22,0.48,0.06,1
6056,-0.12,0.33,-0.02,-0.12,-0.10,0.25,0.22,0.47,0.06,1
6059,-0.14,0.31,-0.02,-0.12,-0.12,0.25,0.22,0.47,0.06,1
6062,-0.15,0.33,-0.02,-0.12,-0.13,0.26,0.22,0.48,0.08,1
6065,-0.14,0.35,-0.01,-0.12,-0.13,0.26,0.22,0.48,0.07,1
6068,-0.15,0.34,-0.02,-0.13,-0.13,0.25,0.22,0.48,0.06,1
6081,-0.22,0.29,-0.10,-0.17,-0.12,0.25,0.22,0.48,0.06,1
6084,-0.23,0.25,-0.08,-0.17,-0.14,0.26,0.22,0.49,0.08,1
6087,-0.19,0.23,-0.05,-0.18,-0.15,0.25,0.22,0.47,0.07,1
6090,-0.18,0.26,-0.05,-0.14,-0.13,0.25,0.22,0.48,0.06,1
6093,-0.16,0.30,-0.04,-0.10,-0.12,0.25,0.22,0.48,0.07,1
6106,-0.05,0.32,0.05,0.01,-0.10,0.25,0.22,0.48,0.06,1
6109,-0.01,0.31,0.07,-0.01,-0.08,0.25,0.22,0.48,0.06,1
6112,-0.02,0.31,0.06,-0.02,-0.07,0.25,0.22,0.48,0.06,1
6115,-0.07,0.34,0.05,-0.04,-0.12,0.25,0.22,0.47,0.06,1
6118,-0.08,0.36,0.04,-0.05,-0.12,0.25,0.22,0.48,0.06,1
6131,-0.10,0.41,0.04,-0.03,-0.14,0.26,0.23,0.49,0.06,1
6134,-0.09,0.41,0.04,-0.02,-0.13,0.25,0.23,0.48,0.06,1
6137,-0.09,0.41,0.03,-0.00,-0.12,0.25,0.23,0.48,0.05,1
6140,-0.10,0.39,0.04,0.01,-0.14,0.25,0.23,0.48,0.06,1
6143,-0.08,0.35,0.04,0.00,-0.13,0.25,0.23,0.48,0.05,1
6156,-0.08,0.29,0.04,-0.03,-0.12,0.25,0.23,0.48,0.06,1
6159,-0.09,0.30,0.03,-0.02,-0.12,0.25,0.23,0.48,0.05,1
6162,-0.08,0.31,0.04,-0.03,-0.12,0.25,0.23,0.48,0.05,1
6165,-0.06,0.31,0.03,-0.01,-0.10,0.25,0.23,0.48,0.05,1
6168,-0.05,0.32,0.04,0.00,-0.09,0.25,0.23,0.48,0.05,1
6181,0.04,0.40,0.09,0.05,-0.04,0.25,0.24,0.49,0.03,1
6184,0.07,0.40,0.13,0.06,-0.06,0.25,0.23,0.48,0.06,1
6187,0.09,0.37,0.14,0.05,-0.05,0.25,0.23,0.48,0.06,1
6190,0.13,0.35,0.16,0.04,-0.03,0.25,0.23,0.48,0.05,1
6193,0.14,0.33,0.18,0.02,-0.04,0.26,0.22,0.47,0.09,1
6196,0.16,0.30,0.22,-0.00,-0.07,0.25,0.23,0.49,0.04,1
6209,0.27,0.24,0.35,-0.05,-0.08,0.26,0.24,0.50,0.03,1
6212,0.28,0.24,0.37,-0.04,-0.10,0.26,0.23,0.49,0.06,1
6215,0.28,0.23,0.40,-0.03,-0.12,0.26,0.23,0.49,0.06,1
6218,0.31,0.22,0.42,-0.01,-0.11,0.26,0.23,0.49,0.06,1
6221,0.30,0.23,0.42,-0.01,-0.11,0.26,0.23,0.49,0.06,1
6234,0.27,0.16,0.41,-0.02,-0.13,0.26,0.23,0.48,0.07,1
6237,0.26,0.16,0.40,-0.03,-0.14,0.25,0.23,0.48,0.06,1
6240,0.25,0.15,0.38,-0.02,-0.13,0.26,0.22,0.48,0.07,1
6243,0.22,0.16,0.37,-0.03,-0.15,0.26,0.23,0.49,0.07,1
6246,0.22,0.17,0.35,-0.03,-0.13,0.26,0.23,0.48,0.06,1
6259,0.16,0.18,0.32,-0.01,-0.17,0.25,0.23,0.48,0.06,1
6262,0.17,0.15,0.33,-0.04,-0.15,0.25,0.23,0.48,0.06,1
6265,0.16,0.10,0.31,-0.07,-0.16,0.26,0.22,0.48,0.07,1
6268,0.15,0.07,0.30,-0.09,-0.15,0.26,0.22,0.48,0.07,1
6271,0.17,0.06,0.31,-0.09,-0.14,0.26,0.23,0.48,0.06,1
6284,0.08,0.08,0.25,-0.03,-0.16,0.26,0.22,0.48,0.07,1
6287,0.06,0.09,0.24,-0.03,-0.17,0.26,0.22,0.48,0.08,1
6290,0.03,0.07,0.22,-0.04,-0.19,0.26,0.22,0.48,0.07,1
6293,0.03,0.05,0.20,-0.07,-0.17,0.26,0.23,0.49,0.05,1
6296,0.03,0.03,0.20,-0.09,-0.17,0.26,0.23,0.48,0.06,1
6309,0.00,-0.00,0.16,-0.12,-0.15,0.25,0.23,0.48,0.05,1
6312,0.01,-0.00,0.16,-0.11,-0.15,0.26,0.23,0.49,0.06,1
6315,0.03,0.00,0.19,-0.12,-0.16,0.26,0.23,0.49,0.06,1
6318,0.04,0.02,0.19,-0.12,-0.15,0.26,0.23,0.49,0.06,1
6321,0.04,0.03,0.21,-0.10,-0.16,0.26,0.23,0.49,0.06,1
6334,0.11,0.05,0.24,-0.11,-0.13,0.26,0.23,0.49,0.06,1
6337,0.11,0.07,0.23,-0.11,-0.12,0.26,0.23,0.49,0.06,1
6340,0.10,0.08,0.22,-0.12,-0.12,0.26,0.23,0.49,0.06,1
6343,0.09,0.11,0.21,-0.12,-0.12,0.26,0.23,0.49,0.06,1
6346,0.08,0.15,0.19,-0.11,-0.11,0.26,0.23,0.49,0.06,1
6359,0.06,0.24,0.16,-0.13,-0.10,0.26,0.23,0.49,0.06,1
6362,0.08,0.27,0.16,-0.13,-0.09,0.26,0.23,0.49,0.06,1
6365,0.08,0.27,0.14,-0.11,-0.06,0.26,0.23,0.49,0.07,1
6368,0.07,0.27,0.14,-0.11,-0.07,0.26,0.23,0.49,0.06,1
6371,0.08,0.29,0.14,-0.10,-0.06,0.26,0.23,0.49,0.05,1
6384,0.10,0.32,0.13,-0.07,-0.03,0.25,0.23,0.48,0.05,1
6387,0.09,0.31,0.11,-0.08,-0.03,0.26,0.23,0.49,0.05,1
6390,0.05,0.29,0.08,-0.09,-0.03,0.25,0.23,0.49,0.04,1
6393,0.03,0.25,0.06,-0.09,-0.03,0.25,0.23,0.48,0.05,1
6396,0.02,0.27,0.03,-0.08,-0.02,0.26,0.23,0.49,0.06,1
6409,-0.06,0.28,-0.10,-0.05,0.04,0.25,0.23,0.48,0.05,1
6412,-0.09,0.27,-0.12,-0.04,0.03,0.26,0.23,0.49,0.07,1
6415,-0.11,0.26,-0.12,-0.04,0.01,0.25,0.23,0.48,0.05,1
6418,-0.11,0.24,-0.14,-0.04,0.03,0.27,0.23,0.50,0.07,1
6421,-0.12,0.24,-0.15,-0.02,0.04,0.26,0.23,0.49,0.06,1
6435,-0.14,0.26,-0.10,0.01,-0.04,0.25,0.23,0.48,0.05,1
6438,-0.14,0.28,-0.06,0.04,-0.08,0.26,0.23,0.49,0.06,1
6441,-0.16,0.30,-0.05,0.06,-0.11,0.26,0.23,0.49,0.05,1
6444,-0.15,0.30,-0.03,0.08,-0.13,0.26,0.23,0.49,0.05,1
6447,-0.15,0.31,-0.04,0.08,-0.11,0.26,0.23,0.49,0.06,1
6460,-0.16,0.28,-0.00,0.08,-0.16,0.25,0.23,0.49,0.04,1
6463,-0.18,0.26,0.01,0.08,-0.19,0.28,0.23,0.51,0.08,1
6466,-0.16,0.24,0.03,0.09,-0.20,0.26,0.23,0.49,0.05,1
6469,-0.14,0.23,0.06,0.08,-0.19,0.26,0.23,0.49,0.04,1
6472,-0.10,0.21,0.09,0.08,-0.19,0.26,0.23,0.49,0.04,1
6485,0.08,0.12,0.26,0.05,-0.18,0.25,0.23,0.49,0.04,1
6488,0.14,0.09,0.29,0.03,-0.15,0.25,0.23,0.48,0.05,1
6491,0.16,0.05,0.30,0.03,-0.14,0.26,0.24,0.49,0.05,1
6494,0.16,0.04,0.29,0.01,-0.13,0.25,0.23,0.48,0.04,1
6497,0.15,0.04,0.25,0.01,-0.10,0.26,0.23,0.49,0.05,1
6500,0.13,0.07,0.22,0.01,-0.09,0.25,0.23,0.49,0.04,1
6513,-0.03,0.15,0.03,0.05,-0.06,0.24,0.23,0.47,0.02,1
6516,-0.04,0.16,0.00,0.05,-0.04,0.25,0.23,0.48,0.04,1
6519,-0.07,0.14,-0.01,0.05,-0.05,0.26,0.23,0.49,0.06,1
6522,-0.10,0.14,-0.02,0.03,-0.08,0.26,0.23,0.49,0.05,1
6525,-0.09,0.13,-0.03,0.02,-0.07,0.26,0.23,0.49,0.06,1
6538,-0.09,0.08,-0.05,-0.04,-0.04,0.26,0.23,0.50,0.06,1
6541,-0.11,0.09,-0.06,-0.02,-0.05,0.26,0.23,0.50,0.06,1
6544,-0.12,0.11,-0.06,-0.03,-0.06,0.25,0.23,0.49,0.04,1
6547,-0.11,0.12,-0.09,-0.01,-0.02,0.26,0.23,0.50,0.06,1
6550,-0.11,0.13,-0.09,-0.00,-0.02,0.26,0.23,0.50,0.06,1
6563,-0.15,0.18,-0.13,-0.02,-0.02,0.26,0.23,0.50,0.06,1
6566,-0.15,0.16,-0.13,-0.01,-0.02,0.26,0.24,0.50,0.06,1
